"filename", "language", "CSS", "YAML", "TypeScript", "JSON", "HTML", "XML", "comment", "blank", "total"
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/orders/order-home/order-home.component.html", "HTML", 0, 0, 0, 0, 30, 0, 0, 2, 32
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/orders/order-home/order-home.component.spec.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 6, 26
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/orders/order-home/order-home.component.ts", "TypeScript", 0, 0, 84, 0, 0, 0, 0, 16, 100
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/orders/order-list/order-list.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/orders/order-list/order-list.component.html", "HTML", 0, 0, 0, 0, 33, 0, 0, 2, 35
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/orders/order-list/order-list.component.spec.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 6, 26
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/orders/order-list/order-list.component.ts", "TypeScript", 0, 0, 50, 0, 0, 0, 3, 19, 72
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/orders/order-view/order-view.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/orders/order-view/order-view.component.html", "HTML", 0, 0, 0, 0, 63, 0, 0, 3, 66
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/orders/order-view/order-view.component.spec.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 6, 26
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/orders/order-view/order-view.component.ts", "TypeScript", 0, 0, 24, 0, 0, 0, 0, 12, 36
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/orders/orders-routing.module.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 3, 13
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/orders/orders.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/orders/orders.component.html", "HTML", 0, 0, 0, 0, 1, 0, 0, 1, 2
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/orders/orders.component.spec.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 6, 26
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/orders/orders.component.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 5, 16
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/orders/orders.module.ts", "TypeScript", 0, 0, 28, 0, 0, 0, 0, 4, 32
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/profile/avatar-edit/avatar-edit.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/profile/avatar-edit/avatar-edit.component.html", "HTML", 0, 0, 0, 0, 20, 0, 0, 0, 20
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/profile/avatar-edit/avatar-edit.component.ts", "TypeScript", 0, 0, 16, 0, 0, 0, 0, 7, 23
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/profile/lab-results/lab-results.component.css", "CSS", 3, 0, 0, 0, 0, 0, 0, 0, 3
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/profile/lab-results/lab-results.component.html", "HTML", 0, 0, 0, 0, 31, 0, 0, 2, 33
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/profile/lab-results/lab-results.component.ts", "TypeScript", 0, 0, 234, 0, 0, 0, 6, 16, 256
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/profile/login-edit/login-edit.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/profile/login-edit/login-edit.component.html", "HTML", 0, 0, 0, 0, 14, 0, 0, 1, 15
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/profile/login-edit/login-edit.component.ts", "TypeScript", 0, 0, 22, 0, 0, 0, 0, 8, 30
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/profile/profile-display/profile-display.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/profile/profile-display/profile-display.component.html", "HTML", 0, 0, 0, 0, 179, 0, 16, 10, 205
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/profile/profile-display/profile-display.component.ts", "TypeScript", 0, 0, 124, 0, 0, 0, 0, 31, 155
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/profile/profile-edit/profile-edit.component.css", "CSS", 7, 0, 0, 0, 0, 0, 2, 1, 10
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/profile/profile-edit/profile-edit.component.html", "HTML", 0, 0, 0, 0, 105, 0, 11, 55, 171
